0x710181c3e0,"AmiiboNpcDirector"
0x7101846670,"LegRF1"
0x7101846677,"LegRF2"
0x710184667e,"LegRB1"
0x7101846685,"LegRB2"
0x710184668c,"左前1"
0x7101846694,"左前2"
0x710184669c,"左後ろ1"
0x71018466a7,"左後ろ2"
0x71018466b2,"右前1"
0x71018466ba,"右前2"
0x71018466c2,"右後ろ1"
0x71018466cd,"右後ろ2"
0x71018466d8,"MustacheL02"
0x71018466e4,"MustacheR02"
0x71018466f0,"InitPlayerHeadDynamics"
0x7101846707,"UseCapDynamics"
0x7101846716,"PartsInfo"
0x7101846720,"PartsName"
0x710184672a,"FittingList"
0x7101846736,"InitPartsFitting"
0x7101846747,"PartsJointName"
0x7101846756,"LocalTargetX"
0x7101846763,"LocalTargetY"
0x7101846770,"LocalAddY"
0x710184677a,"RotScale"
0x7101846783,"ReverseDir"
0x710184678e,"DegreeMin"
0x7101846798,"DegreeMax"
0x71018467a2,"TransLimitMin"
0x71018467b0,"TransLimitMax"
0x71018467be,"HostJointList"
0x71018467cc,"HostJointName"
0x71018467da,"BlendRate"
0x71018467e4,"フィッティング"
0x71018467fa,"ポール登り姿勢制御"
0x7101846816,"Spineダイナミクス"
0x710184682e,"水中姿勢制御"
0x7101846841,"Subjective"
0x710184684c,"2D変身"
0x7101846855,"3D変身"
0x710184685e,"Flower2D"
0x7101846867,"Mini"
0x710184686c,"Flower"
0x7101846873,"NORMAL"
0x710184687a,"3D変身[SEのみ]"
0x710184688d,"CactusMiniNeedle"
0x710184689e,"NoseOff"
0x71018468a6,"NoseOn"
0x71018468ad,"パワーグローブ"
0x71018468c3,"PowerGrove"
0x71018468ce,"復帰泡"
0x71018468d8,"TractorBubble"
0x71018468e6,"復帰泡2D"
0x71018468f2,"TractorBubble2D"
0x7101846902,"InvalidateRecoveryPosArea"
0x710184691c,"プレイヤー救出出現"
0x7101846938,"装着帽子"
0x7101846945,"波紋システムの雲接触"
0x7101846964,"波紋システムの草接触"
0x7101846983,"波紋システムの花接触"
0x71018469a2,"FlyClowd"
0x71018469ab,"FlyGrass"
0x71018469b4,"FlyFlower"
0x71018469be,"PlayerMePlayArea"
0x71018469cf,"ShakeNoise"
0x71018469da,"CamWaterIn"
0x71018469e5,"CamWaterOut"
0x71018469f1,"CamWaterAmb"
0x71018469fd,"落下スピード"
0x7101846a10,"SeForArea"
0x7101846a1a,"SwimStandBubble"
0x7101846a2a,"SwimStandBubbleOver"
0x7101846a3e,"RollingLand"
0x7101846a4a,"PfRollingSandTrig"
0x7101846a5c,"UpL"
0x7101846a60,"UpR"
0x7101846a64,"アニメレート"
0x7101846a77,"MarioZombie"
0x7101846a83,"RunMat"
0x7101846a8a,"WearEndSetCostume"
0x7101846a9c,"FallWhoosh_loop"
0x7101846aac,"SpinCapStart"
0x7101846ab9,"SpinCapStartCapCatch"
0x7101846ace,"MeTestFootR"
0x7101846ada,"MeTestRoll"
0x7101846ae5,"MeTestJump"
0x7101846af0,"MeTestLand"
0x7101846afb,"MarioAloha"
0x7101846b06,"MarioArmor"
0x7101846b11,"MarioArmorWestern"
0x7101846b23,"MarioBatter"
0x7101846b2f,"MarioBone"
0x7101846b39,"MarioClown"
0x7101846b44,"MarioColorClassic"
0x7101846b56,"MarioColorGold"
0x7101846b65,"MarioColorWaluigi"
0x7101846b77,"MarioColorWario"
0x7101846b87,"MarioConductor"
0x7101846b96,"MarioCook"
0x7101846ba0,"MarioDiddyKong"
0x7101846baf,"MarioDoctor"
0x7101846bbb,"MarioExplorer"
0x7101846bc9,"MarioFootball"
0x7101846bd7,"MarioGolf"
0x7101846be1,"MarioGunman"
0x7101846bed,"MarioHakama"
0x7101846bf9,"MarioHappi"
0x7101846c04,"MarioKoopa"
0x7101846c0f,"MarioMaker"
0x7101846c1a,"MarioMechanic"
0x7101846c28,"MarioNew3DS"
0x7101846c34,"MarioPainter"
0x7101846c41,"MarioPilot"
0x7101846c4c,"MarioPirate"
0x7101846c58,"MarioPoncho"
0x7101846c64,"MarioPrimitiveMan"
0x7101846c76,"MarioRacer"
0x7101846c81,"MarioSailor"
0x7101846c8d,"MarioSanta"
0x7101846c98,"MarioSatellite"
0x7101846ca7,"MarioScholar"
0x7101846cb4,"MarioScientist"
0x7101846cc3,"MarioShopman"
0x7101846cd0,"MarioSnowSuit"
0x7101846cde,"MarioSpaceSuit"
0x7101846ced,"MarioSuit"
0x7101846cf7,"MarioSwimwear"
0x7101846d05,"MarioTailCoat"
0x7101846d13,"MarioUnderwear"
0x7101846d22,"Leather"
0x7101846d2a,"Mant"
0x7101846d2f,"Nylon"
0x7101846d35,"Iron"
0x7101846d3a,"Samurai"
0x7101846d42,"Bone"
0x7101846d47,"Nake"
0x7101846d4c,"Sandal"
0x7101846d53,"Sneaker"
0x7101846d5b,"Fin"
0x7101846d5f,"Bare"
0x7101846d64,"Zombie"
0x7101846d6b,"Leaf"
0x7101846d70,"Glass"
0x7101846d76,"Wood"
0x7101846d7b,"SpinCapAirStart"
0x7101846d8b,"SwimSpinCapStart"
0x7101846d9c,"SpinSeparate"
0x7101846da9,"SpinSeparateSwim"
0x7101846dba,"SwimSpinCapStartRight"
0x7101846dd0,"DoubleUp"
0x7101846dd9,"DoubleDown"
0x7101846de4,"DoubleRight"
0x7101846df0,"DoubleLeft"
0x7101846dfb,"%s%dRight"
0x7101846e05,"汚れ落とし(毒)"
0x7101846e1a,"汚れ落とし(スス)"
0x7101846e32,"汚れ落とし(凍結)"
0x7101846e4a,"SandSea"
0x7101846e52,"SandLake"
0x7101846e5b,"奈落復帰"
0x7101846e68,"DeadFall"
0x7101846e71,"FallDown2D"
0x7101846e7c,"自動ダッシュ"
0x7101846e8f,"主観カメラ起動"
0x7101846ea5,"主観カメラ終了"
0x7101846ebb,"帽子キャッチ浮き"
0x7101846ed4,"JumpCapCatchAir"
0x7101846ee4,"JumpCapCatch"
0x7101846ef1,"壁すべり"
0x7101846efe,"FireRunStart"
0x7101846f0b,"あちちジャンプ(バウンド)"
0x7101846f2f,"FireRun"
0x7101846f37,"DeadFire"
0x7101846f40,"NoDamageDown"
0x7101846f4d,"DamageDown"
0x7101846f58,"DeadPoison"
0x7101846f63,"NoDamageDownSwim"
0x7101846f74,"DamageDownSwim"
0x7101846f83,"NoDamageDownSwimSurface"
0x7101846f9b,"DamageDownSwimSurface"
0x7101846fb1,"DamageSwimSurfaceLand"
0x7101846fc7,"DeadIce"
0x7101846fcf,"DeadWallow"
0x7101846fda,"DeadWater"
0x7101846fe4,"PlWaterIn"
0x7101846fee,"出水"
0x7101846ff5,"フリーラン"
0x7101847005,"DashBrake"
0x710184700f,"DashTurn"
0x7101847018,"GrabCeilStart"
0x7101847026,"GrabCeilSwingForward"
0x710184703b,"GrabCeilSwingBack"
0x710184704d,"GrabCeilWait"
0x710184705a,"GrabCeilSwing"
0x7101847068,"GrabCeilJump"
0x7101847075,"地上スピン"
0x7101847085,"SpinGroundR"
0x7101847091,"SpinGroundL"
0x710184709d,"PossessTrace"
0x71018470aa,"ひょうい先に入る"
0x71018470c3,"ひょうい完了"
0x71018470d6,"HeadSlidingStart"
0x71018470e7,"HeadSliding"
0x71018470f3,"SpinJumpR"
0x71018470fd,"SpinJumpL"
0x7101847107,"JumpSquat"
0x7101847111,"JumpTrample"
0x710184711d,"JumpNpcTrample"
0x710184712c,"JumpCapLeapFrog"
0x710184713c,"JumpHipDrop"
0x7101847148,"JumpObjectReaction"
0x710184715b,"JumpDashFast"
0x7101847168,"SpinJumpLoop"
0x7101847175,"SpinJumpStart"
0x7101847183,"SpinJumpDownFall"
0x7101847194,"Restart%s"
0x710184719e,"SpinJumpDownFallR"
0x71018471b0,"SpinJumpDownFallL"
0x71018471c2,"Hovering"
0x71018471cb,"JumpInterp"
0x71018471d6,"JumpReverseInterp"
0x71018471e8,"JumpReverse"
0x71018471f4,"アクションジャンプ"
0x7101847210,"壁ジャンプ"
0x7101847220,"WallJump"
0x7101847229,"WallKeep"
0x7101847232,"WallKeepReverse"
0x7101847242,"WallSlideR"
0x710184724d,"WallSlideL"
0x7101847258,"ポールのぼり"
0x710184726b,"頂上ジャンプ"
0x710184727e,"PoleCatch"
0x7101847288,"PoleClimb"
0x7101847292,"PoleFall"
0x710184729b,"PoleTurn"
0x71018472a4,"PoleHandStandStart"
0x71018472b7,"PoleHandStandWait"
0x71018472c9,"PoleHandStandTurn"
0x71018472db,"PoleHandStandEnd"
0x71018472ec,"PoleHandStandJump"
0x71018472fe,"潰れ"
0x7101847305,"死亡復帰"
0x7101847312,"TractorBubbleStart"
0x7101847325,"SquatWait"
0x710184732f,"泡復帰開始"
0x710184733f,"TractorBubbleWait"
0x7101847351,"TractorBubbleEnd"
0x7101847362,"転がり着地"
0x7101847372,"転がり再加速[2回目以降]"
0x7101847394,"RollingStandUp"
0x71018473a3,"転がり再加速[1回目]"
0x71018473bf,"3Dラン"
0x71018473c8,"2Dラン"
0x71018473d1,"走り[2D3D]"
0x71018473de,"走り3D"
0x71018473e7,"走り2D"
0x71018473f0,"箱庭走り"
0x71018473fd,"OjHugeMetalBallRotateLv_amfm_2xl"
0x710184741e,"沈み砂"
0x7101847428,"DeadSand"
0x7101847431,"氷上スピン"
0x7101847441,"氷上スピン[弱]"
0x7101847456,"SquatStart"
0x7101847461,"SquatWalk"
0x710184746b,"SquatEnd"
0x7101847474,"PlSodaIn"
0x710184747d,"炭酸水イン1"
0x710184748e,"炭酸水イン2"
0x710184749f,"PlSodaInS"
0x71018474a9,"PlWaterInMedSlow"
0x71018474ba,"SE入水1"
0x71018474c4,"SE入水2"
0x71018474ce,"SE入水弱1"
0x71018474db,"SE入水弱2"
0x71018474e8,"SwimStandSurface"
0x71018474f9,"SwimSurfaceNormal"
0x710184750b,"SwimSurfaceCarry"
0x710184751c,"SwimStandMove"
0x710184752a,"SwimLand"
0x7101847533,"SwimDive"
0x710184753c,"SwimFallIn"
0x7101847547,"入水落下"
0x7101847554,"SwimHeadSlidingIn"
0x7101847566,"飛び込み後の水面顔出し"
0x7101847588,"SwimHipDropStart"
0x7101847599,"SwimHipDrop"
0x71018475a5,"SwimHipDropLand"
0x71018475b5,"SwimHeadSlidingStart"
0x71018475ca,"SwimHeadSliding"
0x71018475da,"SwimHeadSlidingEnd"
0x71018475ed,"SwimJumpHipDrop"
0x71018475fd,"SwimTrample"
0x7101847609,"剣攻撃"
0x7101847613,"Punch"
0x7101847619,"着地点へのジャンプ"
0x7101847635,"タッチジャンプ成功"
0x7101847651,"TouchJumpLong"
0x710184765f,"TouchJump"
0x7101847669,"タッチ移動"
0x7101847679,"PlayerMoveSmallPlanetArea"
0x7101847693,"MarioSleep"
0x710184769e,"WaitCold"
0x71018476a7,"WaitVeryCold"
0x71018476b4,"LandDownFall"
0x71018476c1,"高所着地"
0x71018476ce,"LandStiffen"
0x71018476da,"LandTurn"
0x71018476e3,"LandRolling"
0x71018476ef,"LandJump3"
0x71018476f9,"WaitRelaxStart"
0x7101847708,"WaitRelax"
0x7101847712,"SnoozeStart"
0x710184771e,"Snooze"
0x7101847725,"IsUseAreaValid"
0x7101847734,"AnimStartFrame"
0x7101847743,"PlayerAnimNameSnapFront"
0x710184775b,"AreaWaitSitDown"
0x710184776b,"WaitHot"
0x7101847773,"PlayerAnimName"
0x7101847782,"IsIgnoreLifeOne"
0x7101847792,"SwitchPlayerAnimKeepOn"
0x71018477a9,"SwitchPlayerAnimEndOn"
0x71018477bf,"TemperatureArea"
0x71018477cf,"Temperature"
0x71018477db,"空中壁接触"
0x71018477eb,"WallCatchStart"
0x71018477fa,"WallCatch"
0x7101847804,"WallCatchMoveL"
0x7101847813,"WallCatchMoveR"
0x7101847822,"WallCatchEnd"
0x710184782f,"WallCatchEndFast"
0x7101847840,"WallCatchEndJump"
0x7101847851,"WeaponType"
0x710184785c,"Sword"
0x7101847862,"force_roughness"
0x7101847872,"Whip"
0x7101847877,"ムチのジョイント操作"
0x7101847896,"PlayerActorYoshi"
0x71018478a7,"ヨッシーモデル"
0x71018478bd,"卵"
0x71018478c1,"Yoshi"
0x71018478c7,"EatStart"
0x71018478d0,"EatEnd"
0x71018478d7,"YoshiEgg"
0x71018478e0,"FukankunZoomYoshiEgg"
0x71018478f5,"頭の補正"
0x7101847902,"[ヨッシー]死亡"
0x7101847917,"操作中"
0x7101847921,"踏ん張りジャンプ"
0x710184793a,"JumpFlap"
0x7101847943,"舌"
0x7101847947,"踏ん張り"
0x7101847954,"空中壁"
0x710184795e,"壁はねあがり"
0x7101847971,"舌縮み"
0x710184797b,"DashFastMove"
0x7101847988,"強制走り"
0x7101847995,"強制走り(ループ軌道)"
0x71018479b3,"JumpRolling"
0x71018479bf,"JumpTongue"
0x71018479ca,"壁接着"
0x71018479d4,"壁吸着"
0x71018479de,"JumpTongueLoop"
0x71018479ed,"壁はね上がり"
0x7101847a00,"壁接触ポップアップ"
0x7101847a1c,"JumpRollingPopUp"
0x7101847a2d,"IsUseReturnTimer"
0x7101847a3e,"YoshiTongue"
0x7101847a4a,"舌を伸ばす"
0x7101847a5a,"舌を使って食べる"
0x7101847a73,"AttackBottom"
0x7101847a80,"壁接触による伸びキャンセル"
0x7101847aa8,"壁接触によるくっつき"
0x7101847ac7,"壁接触"
0x7101847ad1,"床接触による伸びキャンセル"
0x7101847af9,"床接触によるくっつき"
0x7101847b18,"戻りフレーム"
0x7101847b2b,"AttackLine"
0x7101847b36,"YoshiTongueSnapArea"
0x7101847b4a,"Tongue"
0x7101847b51,"伸縮"
0x7101847b58,"ModelName"
0x7101847b62,"BirdRandom"
0x7101847b6d,"鳥"
0x7101847b71,"BirdGatheringSpotInfo"
0x7101847b87,"BirdCap"
0x7101847b8f,"BirdWaterfall"
0x7101847b9d,"BirdSand"
0x7101847ba6,"BirdForest"
0x7101847bb1,"BirdLake"
0x7101847bba,"BirdLava"
0x7101847bc3,"砂ワールドへ初回"
0x7101847bdc,"通常[東へ]"
0x7101847beb,"通常[西へ]"
0x7101847bfa,"襲撃ボス攻撃"
0x7101847c0d,"クッパ戦艦発見"
0x7101847c23,"月へ初回"
0x7101847c30,"月へ"
0x7101847c37,"月から月の裏へ"
0x7101847c4d,"月の裏から月へ"
0x7101847c63,"月から"
0x7101847c6d,"FootPrint"
0x7101847c77,"Forward"
0x7101847c7f,"Backward"
0x7101847c88,"DemoWorldMoveMoonForwardFirstStage"
0x7101847cab,"DemoWorldMoveForwardFirstStage"
0x7101847cca,"DemoWorldMoveForwardArriveStage"
0x7101847cea,"DemoWorldMove%sStage"
0x7101847cff,"DemoWorldMove%sArriveStage"
0x7101847d1a,"DemoWorldMoveMoonForwardStage"
0x7101847d38,"DemoWorldMoveMoonBackwardStage"
0x7101847d57,"DemoWorldMoveBackwardArriveStage"
0x7101847d78,"DemoCrashHomeStage"
0x7101847d8b,"DemoBossRaidAttackStage"
0x7101847da3,"ホーム内部"
0x7101847db3,"HomeShipInsideStage"
0x7101847dc7,"ワールド間移動デモ(月へ)"
0x7101847deb,"ワールド間移動デモ(会話前、嵐[東へ])"
0x7101847e20,"ワールド間移動デモ(会話前、嵐[西へ])"
0x7101847e55,"ワールド間移動デモ(会話前、通常[東へ])"
0x7101847e8d,"会話前"
0x7101847e97,"ワールド間移動デモ(月から)"
0x7101847ebe,"ワールド間移動デモ(会話後、嵐[東へ])"
0x7101847ef3,"ワールド間移動デモ(会話後、嵐[西へ])"
0x7101847f28,"ワールド間移動デモ(襲撃ボス攻撃)"
0x7101847f58,"会話後"
0x7101847f62,"デモスキップ"
0x7101847f75,"Stage"
0x7101847f7b,"２Ｄベース（メイン画面）"
0x7101847fa0,"２Ｄエフェクト（メイン画面）"
0x7101847fcb,"２Ｄオーバー（メイン画面）"
0x7101847ff3,"２Ｄ（デモ画面）"
0x710184800c,"２Ｄデモ"
0x7101848019,"ワールド間移動デモ終了用"
0x710184803e,"カメラ"
0x7101848048,"PlayerList"
0x7101848053,"ObjectList"
0x710184805e,"DemoObjList"
0x710184806a,"MoveHomeNpc"
0x7101848076,"DemoWorldMoveHomeBackGround"
0x7101848092,"StageEventDemo"
0x71018480a1,"SkyList"
0x71018480a9,"注視点"
0x71018480b3,"デモワールド移動(月と地球の間)"
0x71018480e0,"ワールド間移動デモ(%s、%s)"
0x7101848105,"ワールド間移動デモ(%s)"
0x7101848125,"ワールド間移動デモ(会話)"
0x7101848149,"DemoOpeningStage"
0x710184815a,"オープニングデモ"
0x7101848173,"DemoLavaWorldScenario1EndStage"
0x7101848192,"溶岩のワールドシナリオ1終了デモ"
0x71018481c1,"DemoEndingStage"
0x71018481d1,"エンディングデモ"
0x71018481ea,"DemoCrashHomeFallStage"
0x7101848201,"クッパの攻撃～ホーム墜落デモ"
0x710184822c,"ワールド間移動デモ(クッパ戦艦発見)"
0x710184825f,"オープニング"
0x7101848272,"ホーム陥落"
0x7101848282,"溶岩シナリオ1終了"
0x710184829c,"２Ｄ（撮影用）"
0x71018482b2,"デモ"
0x71018482b9,"NatureList"
0x71018482c4,"クリッピング"
0x71018482d7,"空"
0x71018482db,"波"
0x71018482df,"遠景"
0x71018482e6,"エフェクトオブジェ"
0x7101848302,"デモオブジェクト"
0x710184831b,"グラフィックス要求者"
0x710184833a,"２Ｄ"
0x7101848341,"２Ｄ（ポーズ無視）"
0x710184835d,"デモ用スキップシーンステート"
0x7101848388,"デモスキップガイド"
0x71018483a4,"WindowConfirm"
0x71018483b2,"DemoSkip_Text"
0x71018483c0,"DemoSkip_Yes"
0x71018483cd,"DemoSkip_No"
0x71018483d9,"更新"
0x71018483e0,"WipeSkip"
0x71018483e9,"DemoSceneWithCinemaCaption"
0x7101848404,"EndingScene"
0x7101848410,"DemoEnding04"
0x710184841d,"DemoEnding03"
0x710184842a,"スタッフロールタイトルロゴ"
0x7101848452,"StaffRollTitleLogo"
0x7101848465,"FirstSequenceScene"
0x7101848478,"モード選択"
0x7101848488,"２Ｄバック（メイン画面）"
0x71018484ad,"ガイド位置保持"
0x71018484c3,"ヒント写真"
0x71018484d3,"決定アイコン"
0x71018484e6,"ヒント写真レイアウト保持"
0x710184850b,"HTMLビューワーへのリクエスト"
0x7101848534,"クリア後お知らせ"
0x710184854d,"インフォメーションウインドウレイアウト"
0x7101848587,"PlayGuideMovie"
0x7101848596,"PicMovie"
0x710184859f,"PlayGuideMovieArea"
0x71018485b2,"Double"
0x71018485b9,"IsHideTime"
0x71018485c4,"PlayerType"
0x71018485cf,"CapThrowJump"
0x71018485dc,"インフォメーションウィンドウディレクタ"
0x7101848616,"MovieData/PlayGuideMovie%s.mp4"
0x7101848635,"content:/MovieData/PlayGuideMovie%s.mp4"
0x710184865d,"HackMovieType"
0x710184866b,"InformationHackMovieArea"
0x7101848684,"Hosui"
0x710184868a,"InformationInvalidArea"
0x71018486a1,"ClimbPole"
0x71018486ab,"ClimbPoleTop"
0x71018486b8,"SeparatePlay_Player"
0x71018486cc,"SeparatePlay_Cap"
0x71018486dd,"SeparatePlay_NoCap"
0x71018486f0,"DisableCap"
0x71018486fb,"NoGyro"
0x7101848702,"プレイガイド動画"
0x710184871b,"MultimediaHeap"
0x710184872a,"ムービー処理"
0x710184873d,"ムービー入力読込"
0x7101848756,"mp4"
0x710184875a,"mkv"
0x710184875e,"webm"
0x7101848763,"ogg"
0x7101848767,"mime"
0x710184876c,"video/"
0x7101848773,"video/avc"
0x710184877d,"video/x-vnd.on2.vp8"
0x7101848791,"video/x-vnd.on2.vp9"
0x71018487a5,"width"
0x71018487ab,"プレイヤー生成"
0x71018487c1,"YukimaruRacePlayer"
0x71018487d4,"アクター生成"
0x71018487e7,"AirCurrent"
0x71018487f2,"AllDeadWatcher"
0x7101848801,"AllDeadWatcherWithShine"
0x7101848819,"BarrelGenerator2D"
0x710184882b,"BendLeafTree"
0x7101848838,"BirdCarryMeat"
0x7101848846,"BirdPlayerGlideCtrl"
0x710184885a,"BlockBrick"
0x7101848865,"BlockBrickBig2D"
0x7101848875,"ClashWorldBlockHard"
0x7101848889,"BlockQuestion"
0x7101848897,"CityBlockQuestion"
0x71018488a9,"BlowObjBeans"
0x71018488b6,"BlowObjCan"
0x71018488c1,"BlowObjGarbageBag"
0x71018488d3,"BlowObj"
0x71018488db,"BossForestWander"
0x71018488ec,"BossKnuckle"
0x71018488f8,"BossKnuckleFix"
0x7101848907,"BossRaidNpc"
0x7101848913,"BreakablePole"
0x7101848921,"BubbleLauncher"
0x7101848930,"Bull"
0x7101848935,"CactusMini"
0x7101848940,"CageBreakable"
0x710184894e,"CameraDemoGateMapParts"
0x7101848965,"CameraDemoKeyMoveMapParts"
0x710184897f,"CameraRailHolder"
0x7101848990,"CameraSub"
0x710184899a,"CameraWatchPoint"
0x71018489ab,"CandlestandFire"
0x71018489bb,"CandlestandInitializer"
0x71018489d2,"CandlestandBgmDirector"
0x71018489e9,"CandlestandSaveWatcher"
0x7101848a00,"CandlestandWatcher"
0x7101848a13,"CapBeamer"
0x7101848a1d,"CapBomb"
0x7101848a25,"CapCatapult"
0x7101848a31,"CapMessageAfterInformation"
0x7101848a4c,"CapRackTimer"
0x7101848a59,"CapRailMover"
0x7101848a66,"CapSlotBase"
0x7101848a72,"CapSwitchTimer"
0x7101848a81,"CarWatcher"
0x7101848a8c,"CardboardBox"
0x7101848a99,"ChorobonHolder"
0x7101848aa8,"ChurchDoor"
0x7101848ab3,"CityBuilding"
0x7101848ac0,"CityStreetlight"
0x7101848ad0,"CityWorldSign"
0x7101848ade,"CityWorldUndergroundMachine"
0x7101848afa,"CitySign"
0x7101848b03,"CitySignal"
0x7101848b0e,"CityWorldTable"
0x7101848b1d,"CloudStep"
0x7101848b27,"CollapseSandHill"
0x7101848b38,"CollectAnimalWatcher"
0x7101848b4d,"CollectionList"
0x7101848b5c,"Coin2D"
0x7101848b63,"CoinChameleon"
0x7101848b71,"CoinCirclePlacement"
0x7101848b85,"CoinCollect"
0x7101848b91,"CoinCollectHintObj"
0x7101848ba4,"CoinCollect2D"
0x7101848bb2,"CoinLead"
0x7101848bbb,"CoinRail"
0x7101848bc4,"CoinStackGroup"
0x7101848bd3,"DelaySwitch"
0x7101848bdf,"DemoActorCapManHero"
0x7101848bf3,"DemoActorCapManHeroine"
0x7101848c0a,"DemoActorKoopaShip"
0x7101848c1d,"DemoActorHack"
0x7101848c2b,"DemoActorPeach"
0x7101848c3a,"DemoActorShineTower"
0x7101848c4e,"DemoPeachWorldHomeWater001"
0x7101848c69,"DemoChangeEffectObj"
0x7101848c7d,"DemoPeachWedding"
0x7101848c8e,"DemoPlayerCap"
0x7101848c9c,"DirectionFixedBillboard"
0x7101848cb4,"DonkeyKong2D"
0x7101848cc1,"DoorCity"
0x7101848cca,"DoorSnow"
0x7101848cd3,"DoorWarp"
0x7101848cdc,"DoorWarpStageChange"
0x7101848cf0,"EchoBlockMapParts"
0x7101848d02,"EffectObj"
0x7101848d0c,"EffectObjScale"
0x7101848d1b,"EffectObjAlpha"
0x7101848d2a,"EffectObjCameraEmit"
0x7101848d3e,"EffectObjFollowCamera"
0x7101848d54,"EffectObjFollowCameraLimit"
0x7101848d6f,"EffectObjInterval"
0x7101848d81,"EffectObjNpcManFar"
0x7101848d94,"EffectObjQualityChange"
0x7101848dab,"ElectricWireKoopa"
0x7101848dbd,"EntranceCameraStartObj"
0x7101848dd4,"EventKeyMoveCameraObjNoDemo"
0x7101848df0,"EventKeyMoveCameraObjWithDemo"
0x7101848e0e,"FigureWalkingNpc"
0x7101848e1f,"FireBrosPossessed"
0x7101848e31,"FireSwitch"
0x7101848e3c,"FireHydrant"
0x7101848e48,"FireDrum2D"
0x7101848e53,"FixMapParts2D"
0x7101848e61,"FixMapPartsAppearKillAsync"
0x7101848e7c,"FixMapPartsBgmChangeAction"
0x7101848e97,"FixMapPartsCapHanger"
0x7101848eac,"FixMapPartsDitherAppear"
0x7101848ec4,"FixMapPartsForceSafetyPoint"
0x7101848ee0,"FixMapPartsFukankunZoomCapMessage"
0x7101848f02,"FixMapPartsScenarioAction"
0x7101848f1c,"FlyObject"
0x7101848f26,"FogRequester"
0x7101848f33,"FrailBox"
0x7101848f3c,"ForestWorldEnergyStand"
0x7101848f53,"GabuZouGroup"
0x7101848f60,"Gotogoton"
0x7101848f6a,"GotogotonGoal"
0x7101848f78,"GraphicsObjShadowMaskCube"
0x7101848f92,"GraphicsObjShadowMaskSphere"
0x7101848fae,"GrowFlowerCoin"
0x7101848fbd,"GrowPlantStartStage"
0x7101848fd1,"GrowPlantWatcher"
0x7101848fe2,"Gunetter"
0x7101848feb,"GunetterMove"
0x7101848ff8,"HackCar"
0x7101849000,"HammerBrosPossessed"
0x7101849014,"HintNpc"
0x710184901c,"HintRouteGuidePoint"
0x7101849030,"HipDropSwitchTimer"
0x7101849043,"HipDropTile"
0x710184904f,"HipDropMoveLift"
0x710184905f,"HipDropRepairParts"
0x7101849072,"HipDropTransformPartsWatcher"
0x710184908f,"HomeBed"
0x7101849097,"HomeChair"
0x71018490a1,"HomeInside"
0x71018490ac,"HomeShip"
0x71018490b5,"Imomu"
0x71018490bb,"IndicatorDirector"
0x71018490cd,"Joku"
0x71018490d2,"KaronWing"
0x71018490dc,"KeyMoveCameraFix"
0x71018490ed,"KillerLauncher"
0x71018490fc,"KinokoUfo"
0x7101849106,"KoopaChurch"
0x7101849112,"KoopaLv1"
0x710184911b,"Kuribo2D3D"
0x7101849126,"KuriboGenerator2D3D"
0x710184913a,"KuriboPossessed"
0x710184914a,"LavaFryingPan"
0x7101849158,"LavaStewVeget"
0x7101849166,"LavaPan"
0x710184916e,"LightningController"
0x7101849182,"LongGenerator"
0x7101849190,"MarchingCubeBlock"
0x71018491a2,"MeganeLiftExLift"
0x71018491b3,"MeganeKeyMoveMapParts"
0x71018491c9,"MeganeMapParts"
0x71018491d8,"Mirror"
0x71018491df,"MoonBasementBreakParts"
0x71018491f6,"MoonBasementFinalGate"
0x710184920c,"MoonBasementFallObjDecoration"
0x710184922a,"MoonBasementFloor"
0x710184923c,"MoonBasementMeteorAreaObj"
0x7101849256,"MoonBasementPillar"
0x7101849269,"MoonBasementRock"
0x710184927a,"MoonBasementSlideObj"
0x710184928f,"MoonWorldBell"
0x710184929d,"MoonWorldCaptureParadeLift"
0x71018492b8,"Mofumofu"
0x71018492c1,"MofumofuScrap"
0x71018492cf,"MotorcycleParkingLot"
0x71018492e4,"MoviePlayerMapParts"
0x71018492f8,"MultiGateKeeperBonfire"
0x710184930f,"MultiGateKeeperWatcher"
0x7101849326,"MummyGenerator"
0x7101849335,"NeedleTrap"
0x7101849340,"Nokonoko2D"
0x710184934b,"NoteObjDirector"
0x710184935b,"Objex"
0x7101849361,"OccludedEffectRequester"
0x7101849379,"DemoCloudOcean"
0x7101849388,"OneMeshFixMapParts"
0x710184939b,"OpeningStageStartDemo"
0x71018493b1,"PadRumblePoint"
0x71018493c0,"PaulineAudience"
0x71018493d0,"PeachWorldHomeCastleCap"
0x71018493e8,"PeachWorldGate"
0x71018493f7,"PeachWorldMoatWater"
0x710184940b,"PeachWorldTree"
0x710184941a,"Pecho"
0x7101849420,"Pen"
0x7101849424,"PictureStageChange"
0x7101849437,"PillarKeyMoveParts"
0x710184944a,"PillarSwitchOpenMapParts"
0x7101849463,"PlayerMotionObserver"
0x7101849478,"PlayerSubjectiveWatchCheckObj"
0x7101849496,"PlayRecorder"
0x71018494a3,"PlayerStartObjNoLink"
0x71018494b8,"PochiHintPhoto"
0x71018494c7,"PoleClimbParts"
0x71018494d6,"PopnGenerator"
0x71018494e4,"LavaWorldPoster"
0x71018494f4,"PosterCeremony"
0x7101849503,"PosterWedding"
0x7101849511,"ReactionObjectSkyRhythm"
0x7101849529,"PrePassCausticsLight"
0x710184953e,"PrePassLineLight"
0x710184954f,"PrePassPointLight"
